Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,cek_total,cek_income,total_fix,cek_total_fix
339-38-9982,B,Vallejo,Member,Male,Fashion accessories,59.86,2,5.986,0.11146383403030025,2011-04-01,14:55:00,Ewallet,119.72,4.761904762,5.986,6.7,2011,4,1,False,True,125.706,False
396-90-2219,B,Inglewood,Normal,Female,Electronic accessories,14.96,8,5.984,0.11142313523193227,2014-08-28,12:29:00,Cash,119.68,4.761904762,5.984,8.6,2014,8,28,False,True,125.66400000000002,False
448-81-5016,A,San Francisco,Normal,Male,Health and beauty,59.77,2,5.977,0.11128068943764434,2012-04-17,12:01:00,Credit Card,119.54,4.761904762,5.977,5.8,2012,4,17,False,True,125.51700000000001,False
372-26-1506,C,Fresno,Normal,Female,Fashion accessories,23.82,5,5.955,0.11083300265559659,2014-03-28,19:24:00,Ewallet,119.1,4.761904762,5.955,5.4,2014,3,28,False,True,125.05499999999999,False
583-41-4548,C,Portland,Normal,Male,Home and lifestyle,16.67,7,5.8345,0.1083809000539259,2011-11-01,11:36:00,Ewallet,116.69,4.761904762,5.8345,7.4,2011,11,1,False,True,122.52450000000002,False
545-07-8534,C,San Diego,Normal,Female,Health and beauty,58.32,2,5.832,0.10833002655596592,2011-08-08,12:42:00,Ewallet,116.64,4.761904762,5.832,6.0,2011,8,8,False,True,122.47200000000001,False
745-74-0715,A,Danville,Normal,Male,Electronic accessories,58.03,2,5.803,0.10773989397963024,2014-11-03,20:46:00,Ewallet,116.06,4.761904762,5.803,8.8,2014,11,3,False,True,121.86300000000001,False
266-76-6436,C,Anaheim,Member,Female,Food and beverages,38.6,3,5.79,0.10747535179023839,2014-12-18,13:57:00,Ewallet,115.8,4.761904762,5.79,7.5,2014,12,18,False,True,121.59000000000002,False
349-97-8902,B,Torrance,Member,Male,Food and beverages,57.89,2,5.789,0.10745500239105439,2013-12-14,10:37:00,Ewallet,115.78,4.761904762,5.789,8.9,2013,12,14,False,True,121.569,False
727-75-6477,C,Seattle,Normal,Male,Electronic accessories,28.84,4,5.768,0.10702766500819062,2014-01-22,14:44:00,Cash,115.36,4.761904762,5.768,6.4,2014,1,22,False,True,121.128,False
606-80-4905,C,Brentwood,Member,Female,Sports and travel,19.15,6,5.745,0.10655962882695887,2014-08-18,10:01:00,Credit Card,114.9,4.761904762,5.745,6.8,2014,8,18,False,True,120.645,False
848-07-1692,B,San Francisco,Normal,Female,Health and beauty,57.22,2,5.722,0.10609159264572712,2012-11-29,17:13:00,Ewallet,114.44,4.761904762,5.722,8.3,2012,11,29,False,True,120.162,False
669-54-1719,B,Los Angeles,Member,Male,Electronic accessories,18.93,6,5.679,0.10521656848081559,2012-09-01,12:45:00,Credit Card,113.58,4.761904762,5.679,8.1,2012,9,1,False,True,119.259,False
748-45-2862,A,Los Angeles,Member,Female,Home and lifestyle,28.31,4,5.662,0.10487062869468777,2013-09-03,18:35:00,Cash,113.24,4.761904762,5.662,8.2,2013,9,3,False,True,118.902,False
243-47-2663,C,Los Angeles,Member,Male,Electronic accessories,18.77,6,5.631,0.10423979731998412,2014-07-08,16:43:00,Credit Card,112.62,4.761904762,5.631,5.5,2014,7,8,False,True,118.251,False
356-44-8813,B,Los Angeles,Normal,Male,Home and lifestyle,37.48,3,5.622,0.10405665272732821,2013-11-19,13:45:00,Credit Card,112.44,4.761904762,5.622,7.7,2013,11,19,False,True,118.062,False
554-53-8700,C,San Francisco,Member,Male,Home and lifestyle,56.11,2,5.611,0.10383280933630433,2014-05-04,10:11:00,Cash,112.22,4.761904762,5.611,6.3,2014,5,4,False,True,117.831,False
794-32-2436,B,Phoenix,Member,Male,Electronic accessories,55.67,2,5.567,0.1029374357722088,2014-07-19,15:08:00,Ewallet,111.34,4.761904762,5.567,6.0,2014,7,19,False,True,116.90700000000001,False
487-79-6868,B,Los Angeles,Member,Female,Home and lifestyle,12.29,9,5.5305,0.10219468270199321,2012-01-13,19:28:00,Credit Card,110.61,4.761904762,5.5305,8.0,2012,1,13,False,True,116.14049999999999,False
291-32-1427,B,Phoenix,Member,Male,Fashion accessories,21.94,5,5.485,0.1012687850391217,2012-05-11,12:29:00,Ewallet,109.7,4.761904762,5.485,5.3,2012,5,11,False,True,115.185,False
642-32-2990,A,Greeley,Normal,Female,Food and beverages,10.96,10,5.48,0.10116703804320176,2014-04-24,20:48:00,Ewallet,109.6,4.761904762,5.48,6.0,2014,4,24,False,True,115.08000000000001,False
182-52-7000,A,Los Angeles,Member,Female,Sports and travel,27.04,4,5.408,0.09970188130195455,2011-11-15,20:26:00,Ewallet,108.16,4.761904762,5.408,6.9,2011,11,15,False,True,113.568,False
378-24-2715,B,San Francisco,Normal,Male,Home and lifestyle,53.44,2,5.344,0.09839951975417925,2011-01-14,20:38:00,Ewallet,106.88,4.761904762,5.344,4.1,2011,1,14,False,True,112.224,False
821-14-9046,B,Tucson,Member,Female,Fashion accessories,17.48,6,5.244,0.09636457983578033,2011-07-23,15:04:00,Credit Card,104.88,4.761904762,5.244,6.1,2011,7,23,False,True,110.124,False
132-23-6451,A,Phoenix,Member,Male,Health and beauty,20.97,5,5.2425,0.09633405573700435,2013-10-10,13:21:00,Cash,104.85,4.761904762,5.2425,7.8,2013,10,10,False,True,110.0925,False
641-43-2399,B,Cheyenne,Normal,Male,Home and lifestyle,25.55,4,5.11,0.0936377603451258,2013-11-08,20:23:00,Ewallet,102.2,4.761904762,5.11,5.7,2013,11,8,False,True,107.31,False
529-56-3974,B,Marysville,Member,Male,Electronic accessories,25.51,4,5.102,0.09347496515165388,2013-10-08,17:03:00,Cash,102.04,4.761904762,5.102,6.8,2013,10,8,False,True,107.14200000000001,False
756-01-7507,C,Los Angeles,Normal,Female,Health and beauty,20.38,5,5.095,0.09333251935736597,2014-05-04,18:56:00,Cash,101.9,4.761904762,5.095,6.0,2014,5,4,False,True,106.99499999999999,False
152-03-4217,B,San Diego,Normal,Female,Home and lifestyle,11.28,9,5.076,0.09294588077287018,2012-11-02,11:55:00,Credit Card,101.52,4.761904762,5.076,4.3,2012,11,2,False,True,106.596,False
176-78-1170,C,Provo,Member,Male,Health and beauty,33.81,3,5.0715,0.09285430847654222,2014-09-18,15:11:00,Ewallet,101.43,4.761904762,5.0715,7.3,2014,9,18,False,True,106.50150000000001,False
883-69-1285,B,San Francisco,Member,Male,Fashion accessories,49.92,2,4.992,0.09123653124141508,2014-09-27,11:55:00,Credit Card,99.84,4.761904762,4.992,7.0,2014,9,27,False,True,104.83200000000001,False
250-81-7186,C,Los Angeles,Normal,Female,Electronic accessories,99.69,1,4.9845,0.09108391074753516,2012-08-28,10:23:00,Credit Card,99.69,4.761904762,4.9845,8.0,2012,8,28,False,True,104.67450000000001,False
214-17-6927,C,Los Angeles,Normal,Female,Food and beverages,16.48,6,4.944,0.0902597600805836,2014-12-03,18:23:00,Ewallet,98.88,4.761904762,4.944,9.9,2014,12,3,False,True,103.824,False
233-34-0817,C,Orem,Member,Female,Electronic accessories,98.84,1,4.942,0.09021906128221563,2011-06-02,11:21:00,Cash,98.84,4.761904762,4.942,8.4,2011,6,2,False,True,103.78200000000001,False
634-97-8956,A,Seattle,Normal,Male,Food and beverages,32.9,3,4.935,0.09007661548792771,2014-12-02,17:27:00,Credit Card,98.7,4.761904762,4.935,9.1,2014,12,2,False,True,103.63499999999999,False
181-82-6255,B,San Diego,Normal,Female,Home and lifestyle,16.37,6,4.911,0.08958822990751197,2014-10-09,10:58:00,Cash,98.22,4.761904762,4.911,7.0,2014,10,9,False,True,103.131,False
241-96-5076,B,Seattle,Member,Female,Home and lifestyle,49.1,2,4.91,0.08956788050832798,2013-12-23,12:58:00,Credit Card,98.2,4.761904762,4.91,6.4,2013,12,23,False,True,103.11000000000001,False
401-18-8016,B,Seattle,Member,Female,Sports and travel,98.13,1,4.9065,0.08949665761118403,2011-11-18,17:36:00,Cash,98.13,4.761904762,4.9065,8.9,2011,11,18,False,True,103.0365,False
643-38-7867,A,San Francisco,Normal,Male,Home and lifestyle,97.94,1,4.897,0.08930333831893612,2013-09-03,11:44:00,Ewallet,97.94,4.761904762,4.897,6.9,2013,9,3,False,True,102.837,False
137-74-8729,C,La Mesa,Normal,Female,Fashion accessories,12.19,8,4.876,0.08887600093607236,2014-09-04,12:47:00,Ewallet,97.52,4.761904762,4.876,6.8,2014,9,4,False,True,102.396,False
594-34-4444,A,Moreno Valley,Normal,Male,Electronic accessories,97.16,1,4.858,0.08850971175076054,2012-09-08,20:38:00,Ewallet,97.16,4.761904762,4.858,7.2,2012,9,8,False,True,102.018,False
176-64-7711,B,Los Angeles,Normal,Male,Food and beverages,32.32,3,4.848,0.08830621775892067,2014-06-04,19:11:00,Credit Card,96.96,4.761904762,4.848,4.3,2014,6,4,False,True,101.808,False
761-49-0439,B,Los Angeles,Member,Female,Electronic accessories,12.1,8,4.84,0.08814342256544874,2012-12-25,10:17:00,Ewallet,96.8,4.761904762,4.84,8.6,2012,12,25,False,True,101.64,False
268-03-6164,B,Denver,Normal,Male,Health and beauty,96.11,1,4.8055,0.08744136829360112,2012-10-30,16:28:00,Ewallet,96.11,4.761904762,4.8055,7.8,2012,10,30,False,True,100.91550000000001,False
602-80-9671,C,San Francisco,Member,Female,Home and lifestyle,15.95,6,4.785,0.08702420561032935,2014-09-16,17:15:00,Credit Card,95.7,4.761904762,4.785,5.1,2014,9,16,False,True,100.48499999999999,False
186-43-8965,A,San Francisco,Member,Female,Home and lifestyle,47.68,2,4.768,0.08667826582420153,2012-10-20,10:10:00,Credit Card,95.36,4.761904762,4.768,4.1,2012,10,20,False,True,100.128,False
674-56-6360,A,North Las Vegas,Normal,Male,Electronic accessories,95.15,1,4.7575,0.08646459713276965,2011-07-26,14:00:00,Cash,95.15,4.761904762,4.7575,6.0,2011,7,26,False,True,99.90750000000001,False
290-68-2984,A,Los Angeles,Normal,Male,Home and lifestyle,23.75,4,4.75,0.08631197663888973,2014-09-15,11:22:00,Cash,95.0,4.761904762,4.75,5.2,2014,9,15,False,True,99.75,False
343-75-9322,B,San Francisco,Member,Female,Sports and travel,11.85,8,4.74,0.08610848264704984,2011-10-16,16:34:00,Cash,94.8,4.761904762,4.74,4.1,2011,10,16,False,True,99.54,False
182-69-8360,B,Salem,Normal,Female,Electronic accessories,23.65,4,4.73,0.08590498865520994,2013-12-19,13:32:00,Credit Card,94.6,4.761904762,4.73,4.0,2013,12,19,False,True,99.33,False
875-31-8302,B,North Las Vegas,Normal,Male,Sports and travel,93.38,1,4.669,0.08466367530498661,2014-12-11,13:07:00,Cash,93.38,4.761904762,4.669,9.6,2014,12,11,False,True,98.04899999999999,False
434-35-9162,B,San Francisco,Member,Male,Food and beverages,23.34,4,4.668,0.08464332590580263,2011-07-22,18:53:00,Ewallet,93.36,4.761904762,4.668,7.4,2011,7,22,False,True,98.028,False
702-72-0487,A,San Francisco,Normal,Female,Electronic accessories,46.61,2,4.661,0.0845008801115147,2014-12-09,12:28:00,Credit Card,93.22,4.761904762,4.661,6.6,2014,12,9,False,True,97.881,False
737-88-5876,A,Glendale,Member,Male,Home and lifestyle,23.29,4,4.658,0.08443983191396273,2013-03-11,11:52:00,Credit Card,93.16,4.761904762,4.658,5.9,2013,3,11,False,True,97.818,False
359-94-5395,B,Los Angeles,Normal,Male,Health and beauty,92.78,1,4.639,0.08405319332946694,2014-04-28,10:50:00,Credit Card,92.78,4.761904762,4.639,9.8,2014,4,28,False,True,97.41900000000001,False
460-35-4390,A,Seattle,Normal,Male,Home and lifestyle,30.68,3,4.602,0.08330026555965933,2014-10-03,11:00:00,Ewallet,92.04,4.761904762,4.602,9.1,2014,10,3,False,True,96.642,False
256-58-3609,C,Scottsdale,Member,Male,Fashion accessories,91.98,1,4.599,0.08323921736210736,2013-05-01,15:29:00,Cash,91.98,4.761904762,4.599,9.8,2013,5,1,False,True,96.57900000000001,False
436-54-4512,A,Pasadena,Member,Female,Food and beverages,91.61,1,4.5805,0.08286275347720358,2013-06-13,19:44:00,Cash,91.61,4.761904762,4.5805,9.8,2013,6,13,False,True,96.1905,False
372-94-8041,A,San Francisco,Normal,Male,Health and beauty,15.26,6,4.578,0.08281187997924361,2013-09-21,18:03:00,Ewallet,91.56,4.761904762,4.578,9.8,2013,9,21,False,True,96.138,False
598-06-7312,B,Vallejo,Member,Male,Fashion accessories,91.35,1,4.5675,0.08259821128781172,2013-05-21,15:42:00,Cash,91.35,4.761904762,4.5675,6.8,2013,5,21,False,True,95.9175,False
528-14-9470,A,San Francisco,Member,Male,Health and beauty,91.3,1,4.565,0.08254733778985174,2011-08-27,14:42:00,Ewallet,91.3,4.761904762,4.565,9.2,2011,8,27,False,True,95.865,False
573-58-9734,B,San Clemente,Normal,Female,Fashion accessories,30.37,3,4.5555,0.08235401849760385,2013-04-24,13:41:00,Ewallet,91.11,4.761904762,4.5555,5.1,2013,4,24,False,True,95.66550000000001,False
512-91-0811,C,Pleasant Grove,Normal,Male,Health and beauty,89.75,1,4.4875,0.08097025935309259,2011-08-04,20:05:00,Credit Card,89.75,4.761904762,4.4875,6.6,2011,8,4,False,True,94.2375,False
604-70-6476,A,Eugene,Member,Male,Fashion accessories,17.94,5,4.485,0.08091938585513261,2013-11-05,14:04:00,Ewallet,89.7,4.761904762,4.485,6.8,2013,11,5,False,True,94.185,False
478-06-7835,A,Seattle,Normal,Male,Fashion accessories,89.69,1,4.4845,0.08090921115554062,2013-08-18,11:20:00,Ewallet,89.69,4.761904762,4.4845,4.9,2013,8,18,False,True,94.1745,False
247-11-2470,A,Aurora,Member,Female,Fashion accessories,22.32,4,4.464,0.08049204847226885,2012-04-27,16:23:00,Credit Card,89.28,4.761904762,4.464,4.4,2012,4,27,False,True,93.744,False
210-30-7976,B,Los Angeles,Member,Female,Fashion accessories,22.32,4,4.464,0.08049204847226885,2013-12-31,11:16:00,Ewallet,89.28,4.761904762,4.464,4.1,2013,12,31,False,True,93.744,False
394-43-4238,B,Los Angeles,Member,Male,Home and lifestyle,17.77,5,4.4425,0.08005453638981308,2014-12-03,12:42:00,Credit Card,88.85,4.761904762,4.4425,5.4,2014,12,3,False,True,93.2925,False
106-35-6779,A,Sacramento,Member,Male,Home and lifestyle,44.34,2,4.434,0.07988156649674918,2013-12-30,11:26:00,Cash,88.68,4.761904762,4.434,5.8,2013,12,30,False,True,93.114,False
779-06-0012,C,Los Angeles,Member,Female,Home and lifestyle,88.61,1,4.4305,0.0798103435996052,2012-04-25,10:21:00,Cash,88.61,4.761904762,4.4305,7.7,2012,4,25,False,True,93.04050000000001,False
511-54-3087,B,Boise,Normal,Male,Sports and travel,88.45,1,4.4225,0.0796475484061333,2014-09-18,16:36:00,Credit Card,88.45,4.761904762,4.4225,9.5,2014,9,18,False,True,92.8725,False
321-49-7382,B,Seattle,Member,Male,Sports and travel,88.31,1,4.4155,0.07950510261184537,2014-05-16,17:38:00,Credit Card,88.31,4.761904762,4.4155,5.2,2014,5,16,False,True,92.72550000000001,False
364-33-8584,B,San Francisco,Member,Female,Food and beverages,17.63,5,4.4075,0.07934230741837346,2013-09-20,15:27:00,Cash,88.15,4.761904762,4.4075,8.5,2013,9,20,False,True,92.55749999999999,False
569-76-2760,A,Seattle,Member,Female,Sports and travel,22.01,4,4.402,0.07923038572286152,2013-06-12,18:15:00,Credit Card,88.04,4.761904762,4.402,6.6,2013,6,12,False,True,92.44200000000001,False
325-89-4209,A,Tigard,Member,Male,Food and beverages,87.9,1,4.395,0.0790879399285736,2011-11-26,19:42:00,Ewallet,87.9,4.761904762,4.395,6.7,2011,11,26,False,True,92.29500000000002,False
313-66-9943,B,Brentwood,Member,Female,Food and beverages,29.15,3,4.3725,0.07863007844693384,2014-11-08,20:29:00,Credit Card,87.45,4.761904762,4.3725,7.3,2014,11,8,False,True,91.82249999999999,False
848-24-9445,C,Scottsdale,Member,Male,Health and beauty,43.7,2,4.37,0.07857920494897387,2013-11-28,18:03:00,Cash,87.4,4.761904762,4.37,4.9,2013,11,28,False,True,91.77000000000001,False
450-28-2866,C,Aurora,Member,Male,Food and beverages,17.44,5,4.36,0.07837571095713398,2012-09-11,19:25:00,Cash,87.2,4.761904762,4.36,8.1,2012,9,11,False,True,91.56,False
211-30-9270,C,Inglewood,Normal,Male,Health and beauty,17.41,5,4.3525,0.07822309046325407,2014-08-28,15:16:00,Credit Card,87.05,4.761904762,4.3525,4.9,2014,8,28,False,True,91.4025,False
280-35-5823,B,Los Angeles,Member,Female,Home and lifestyle,86.72,1,4.336,0.07788732537671823,2014-11-20,18:45:00,Ewallet,86.72,4.761904762,4.336,7.9,2014,11,20,False,True,91.056,False
574-57-9721,C,Salt Lake City,Normal,Male,Food and beverages,43.27,2,4.327,0.07770418078406234,2014-11-03,16:53:00,Ewallet,86.54,4.761904762,4.327,5.7,2014,11,3,False,True,90.867,False
213-72-6612,A,Twin Falls,Normal,Male,Food and beverages,43.25,2,4.325,0.07766348198569437,2013-09-16,15:56:00,Cash,86.5,4.761904762,4.325,6.2,2013,9,16,False,True,90.825,False
586-25-0848,A,Seattle,Normal,Female,Sports and travel,12.34,7,4.319,0.07754138559059043,2014-11-19,11:19:00,Credit Card,86.38,4.761904762,4.319,6.7,2014,11,19,False,True,90.699,False
848-95-6252,C,Los Angeles,Member,Female,Home and lifestyle,86.27,1,4.3135,0.07742946389507849,2013-04-13,13:24:00,Ewallet,86.27,4.761904762,4.3135,7.0,2013,4,13,False,True,90.5835,False
565-91-4567,B,San Francisco,Normal,Male,Health and beauty,10.75,8,4.3,0.07715474700609463,2012-08-08,14:38:00,Ewallet,86.0,4.761904762,4.3,6.2,2012,8,8,False,True,90.3,False
451-73-2711,C,Seattle,Normal,Male,Food and beverages,84.83,1,4.2415,0.07596430715383128,2013-08-27,15:20:00,Ewallet,84.83,4.761904762,4.2415,8.8,2013,8,27,False,True,89.0715,False
237-44-6163,A,Los Angeles,Normal,Male,Electronic accessories,10.56,8,4.224,0.07560819266811146,2014-11-15,17:43:00,Cash,84.48,4.761904762,4.224,7.6,2014,11,15,False,True,88.70400000000001,False
784-08-0310,C,Los Angeles,Member,Female,Food and beverages,21.04,4,4.208,0.07528260228116763,2013-02-07,13:58:00,Cash,84.16,4.761904762,4.208,7.6,2013,2,7,False,True,88.368,False
187-83-5490,A,San Francisco,Member,Male,Electronic accessories,20.77,4,4.154,0.07418373472523222,2014-10-28,13:47:00,Cash,83.08,4.761904762,4.154,4.7,2014,10,28,False,True,87.23400000000001,False
219-61-4139,C,San Diego,Normal,Male,Electronic accessories,83.08,1,4.154,0.07418373472523222,2014-08-14,17:16:00,Ewallet,83.08,4.761904762,4.154,6.4,2014,8,14,False,True,87.23400000000001,False
453-63-6187,B,Yuma,Normal,Male,Electronic accessories,27.5,3,4.125,0.07359360214889654,2013-05-15,15:40:00,Ewallet,82.5,4.761904762,4.125,6.5,2013,5,15,False,True,86.625,False
388-76-2555,B,Chico,Normal,Male,Sports and travel,13.69,6,4.107,0.07322731296358474,2014-10-06,13:59:00,Cash,82.14,4.761904762,4.107,6.3,2014,10,6,False,True,86.247,False
390-31-6381,C,Los Angeles,Normal,Male,Food and beverages,27.22,3,4.083,0.07273892738316899,2014-08-30,12:37:00,Cash,81.66,4.761904762,4.083,7.3,2014,8,30,False,True,85.743,False
186-09-3669,C,Seattle,Member,Female,Health and beauty,81.51,1,4.0755,0.07258630688928908,2014-11-04,10:57:00,Ewallet,81.51,4.761904762,4.0755,9.2,2014,11,4,False,True,85.58550000000001,False
115-38-7388,C,Redondo Beach,Member,Female,Fashion accessories,10.18,8,4.072,0.07251508399214512,2013-09-06,12:51:00,Credit Card,81.44,4.761904762,4.072,9.5,2013,9,6,False,True,85.512,False
679-22-6530,B,Seattle,Normal,Female,Sports and travel,40.62,2,4.062,0.07231159000030524,2014-05-12,10:01:00,Credit Card,81.24,4.761904762,4.062,4.1,2014,5,12,False,True,85.30199999999999,False
225-98-1496,C,Los Angeles,Normal,Female,Fashion accessories,27.02,3,4.053,0.07212844540764933,2012-03-28,13:01:00,Credit Card,81.06,4.761904762,4.053,7.1,2012,3,28,False,True,85.113,False
284-54-4231,C,San Diego,Member,Male,Sports and travel,80.93,1,4.0465,0.0719961743129534,2013-03-05,16:08:00,Credit Card,80.93,4.761904762,4.0465,9.0,2013,3,5,False,True,84.97650000000002,False
173-50-1108,B,San Francisco,Member,Female,Sports and travel,20.18,4,4.036,0.07178250562152151,2012-12-27,12:14:00,Credit Card,80.72,4.761904762,4.036,5.0,2012,12,27,False,True,84.756,False
865-41-9075,A,Los Angeles,Normal,Male,Food and beverages,11.53,7,4.0355,0.07177233092192953,2014-02-27,17:35:00,Cash,80.71,4.761904762,4.0355,8.1,2014,2,27,False,True,84.74549999999999,False
319-50-3348,B,Inglewood,Normal,Female,Home and lifestyle,40.3,2,4.03,0.07166040922641757,2014-12-16,15:30:00,Ewallet,80.6,4.761904762,4.03,4.4,2014,12,16,False,True,84.63,False
885-17-6250,A,Louisville,Normal,Female,Health and beauty,79.74,1,3.987,0.07078538506150606,2013-09-13,10:36:00,Ewallet,79.74,4.761904762,3.987,7.3,2013,9,13,False,True,83.727,False
512-98-1403,A,Anaheim,Member,Female,Electronic accessories,26.48,3,3.972,0.07048014407374623,2012-09-13,10:40:00,Ewallet,79.44,4.761904762,3.972,4.7,2012,9,13,False,True,83.412,False
860-73-6466,A,San Francisco,Member,Female,Sports and travel,39.47,2,3.947,0.06997140909414648,2014-01-01,16:16:00,Credit Card,78.94,4.761904762,3.947,5.0,2014,1,1,False,True,82.887,False
636-98-3364,B,Los Angeles,Member,Female,Electronic accessories,26.26,3,3.939,0.06980861390067457,2013-06-15,12:36:00,Ewallet,78.78,4.761904762,3.939,6.3,2013,6,15,False,True,82.71900000000001,False
696-90-2548,A,Santa Ana,Normal,Male,Sports and travel,25.84,3,3.876,0.06852660175208326,2014-05-15,18:55:00,Ewallet,77.52,4.761904762,3.876,6.6,2014,5,15,False,True,81.396,False
445-30-9252,A,Los Angeles,Normal,Male,Sports and travel,25.7,3,3.855,0.0680992643692195,2013-09-03,17:59:00,Ewallet,77.1,4.761904762,3.855,6.1,2013,9,3,False,True,80.955,False
563-36-9814,A,Seattle,Member,Male,Electronic accessories,76.82,1,3.841,0.06781437278064364,2014-06-28,18:27:00,Ewallet,76.82,4.761904762,3.841,7.2,2014,6,28,False,True,80.661,False
172-42-8274,B,Los Angeles,Normal,Female,Electronic accessories,38.27,2,3.827,0.0675294811920678,2014-03-17,18:18:00,Credit Card,76.54,4.761904762,3.827,5.8,2014,3,17,False,True,80.367,False
226-31-3081,C,Lake Forest,Normal,Female,Electronic accessories,15.28,5,3.82,0.06738703539777988,2013-10-04,10:29:00,Cash,76.4,4.761904762,3.82,9.6,2013,10,4,False,True,80.22,False
343-87-0864,C,Oakland,Member,Male,Health and beauty,75.88,1,3.794,0.06685795101899616,2014-08-22,10:30:00,Credit Card,75.88,4.761904762,3.794,7.1,2014,8,22,False,True,79.67399999999999,False
525-88-7307,B,Los Angeles,Member,Male,Sports and travel,75.82,1,3.791,0.0667969028214442,2013-07-04,13:19:00,Cash,75.82,4.761904762,3.791,5.8,2013,7,4,False,True,79.61099999999999,False
546-80-2899,A,San Clemente,Member,Male,Home and lifestyle,37.69,2,3.769,0.06634921603939643,2013-04-24,15:29:00,Ewallet,75.38,4.761904762,3.769,9.5,2013,4,24,False,True,79.149,False
578-80-7669,B,Los Angeles,Normal,Male,Sports and travel,74.97,1,3.7485,0.06593205335612466,2014-06-12,16:58:00,Cash,74.97,4.761904762,3.7485,5.6,2014,6,12,False,True,78.7185,False
593-95-4461,C,Seattle,Member,Male,Home and lifestyle,74.86,1,3.743,0.06582013166061271,2012-05-21,14:49:00,Cash,74.86,4.761904762,3.743,6.9,2012,5,21,False,True,78.60300000000001,False
871-39-9221,C,Los Angeles,Normal,Female,Electronic accessories,12.45,6,3.735,0.0656573364671408,2013-12-07,13:11:00,Cash,74.7,4.761904762,3.735,4.1,2013,12,7,False,True,78.43499999999999,False
556-86-3144,C,Los Angeles,Member,Female,Fashion accessories,74.29,1,3.7145,0.06524017378386901,2012-10-20,19:30:00,Cash,74.29,4.761904762,3.7145,5.0,2012,10,20,False,True,78.00450000000001,False
285-68-5083,C,Phoenix,Member,Female,Sports and travel,24.74,3,3.711,0.06516895088672506,2012-11-21,17:47:00,Credit Card,74.22,4.761904762,3.711,10.0,2012,11,21,False,True,77.931,False
843-73-4724,A,San Francisco,Normal,Male,Fashion accessories,74.1,1,3.705,0.06504685449162113,2013-10-18,11:05:00,Cash,74.1,4.761904762,3.705,9.2,2013,10,18,False,True,77.80499999999999,False
400-60-7251,A,Pomona,Normal,Male,Home and lifestyle,74.07,1,3.7035,0.06501633039284514,2014-06-25,12:50:00,Ewallet,74.07,4.761904762,3.7035,9.9,2014,6,25,False,True,77.7735,False
277-63-2961,B,Burbank,Member,Male,Sports and travel,73.97,1,3.6985,0.06491458339692519,2011-03-18,15:53:00,Credit Card,73.97,4.761904762,3.6985,5.4,2011,3,18,False,True,77.66850000000001,False
339-12-4827,B,Los Angeles,Member,Female,Fashion accessories,73.96,1,3.698,0.0649044086973332,2014-04-18,11:32:00,Credit Card,73.96,4.761904762,3.698,5.0,2014,4,18,False,True,77.658,False
835-16-0096,C,Springfield,Member,Male,Sports and travel,14.7,5,3.675,0.06443637251610145,2011-01-19,13:48:00,Ewallet,73.5,4.761904762,3.675,8.5,2011,1,19,False,True,77.175,False
585-90-0249,A,Los Angeles,Member,Male,Electronic accessories,73.26,1,3.663,0.06419217972589358,2013-12-27,18:08:00,Ewallet,73.26,4.761904762,3.663,9.7,2013,12,27,False,True,76.923,False
227-50-3718,A,Louisville,Normal,Male,Health and beauty,14.62,5,3.655,0.06402938453242167,2014-09-24,12:23:00,Cash,73.1,4.761904762,3.655,4.4,2014,9,24,False,True,76.755,False
631-34-1880,C,Edmonds,Member,Male,Food and beverages,24.31,3,3.6465,0.06385641463935776,2014-09-08,19:09:00,Credit Card,72.93,4.761904762,3.6465,4.3,2014,9,8,False,True,76.5765,False
316-68-6352,A,Modesto,Member,Female,Food and beverages,36.36,2,3.636,0.06364274594792588,2014-10-18,10:00:00,Cash,72.72,4.761904762,3.636,7.1,2014,10,18,False,True,76.35600000000001,False
665-32-9167,A,Springfield,Member,Female,Health and beauty,36.26,2,3.626,0.06343925195608599,2014-10-03,17:15:00,Credit Card,72.52,4.761904762,3.626,7.2,2014,10,3,False,True,76.146,False
359-90-3665,B,San Francisco,Member,Female,Fashion accessories,18.08,4,3.616,0.0632357579642461,2011-03-26,18:03:00,Credit Card,72.32,4.761904762,3.616,9.5,2011,3,26,False,True,75.93599999999999,False
279-74-2924,B,Los Angeles,Member,Male,Electronic accessories,72.17,1,3.6085,0.06308313747036617,2014-09-30,19:40:00,Cash,72.17,4.761904762,3.6085,6.1,2014,9,30,False,True,75.77850000000001,False
441-94-7118,A,San Jose,Member,Male,Electronic accessories,71.95,1,3.5975,0.06285929407934229,2014-01-25,12:14:00,Cash,71.95,4.761904762,3.5975,7.3,2014,1,25,False,True,75.5475,False
190-14-3147,B,Clovis,Normal,Female,Health and beauty,17.97,4,3.594,0.06278807118219834,2014-09-19,20:43:00,Ewallet,71.88,4.761904762,3.594,6.4,2014,9,19,False,True,75.474,False
616-24-2851,B,Los Angeles,Member,Female,Fashion accessories,17.87,4,3.574,0.06238108319851855,2014-04-26,14:42:00,Ewallet,71.48,4.761904762,3.574,6.5,2014,4,26,False,True,75.054,False
841-18-8232,B,Los Angeles,Normal,Female,Food and beverages,71.2,1,3.56,0.062096191609942716,2011-08-05,20:40:00,Credit Card,71.2,4.761904762,3.56,9.2,2011,8,5,False,True,74.76,False
